어린이집명,소재지도로명주소,지오코딩용주소,주소변경여부,위도,경도,검색결과주소,매칭점수
힐링어린이집,"경상남도 창원시 진해구 안청북로 33 101-103(청안동,풍림아파트)",경상남도 창원시 진해구 안청북로 33,True,35.104329364889,128.806551624465,경상남도 창원시 진해구 청안동 안청북로 33,100.0
창원시립 남문어린이집,경상남도 창원시 진해구 웅천동로43번길 19 진해남문호반베르디움아파트 관리동,경상남도 창원시 진해구 웅천동로43번길 19,True,35.10359511017,128.757852934654,경상남도 창원시 진해구 남문동 웅천동로43번길 19,100.0
창원시립 남문프라디움어린이집,"경상남도 창원시 진해구 웅천동로 100 (남문동, 남문시티프라디움2차아파트)",경상남도 창원시 진해구 웅천동로 100,True,35.103280537344,128.751739090659,경상남도 창원시 진해구 남문동 웅천동로 100,100.0
창원시립 리젠시빌어린이집,경상남도 창원시 진해구 웅천동로1번길 18,경상남도 창원시 진해구 웅천동로1번길 18,False,35.104383931078,128.758574700336,경상남도 창원시 진해구 남문동 웅천동로1번길 18,100.0
남문시티이화어린이집,"경상남도 창원시 진해구 웅천동로 16 (남문동, 남문1차 시티프라디움)복리동",경상남도 창원시 진해구 웅천동로 16,True,35.105561714203,128.755669365058,경상남도 창원시 진해구 남문동 웅천동로 16,100.0
더웰어린이집,경상남도 창원시 진해구 웅천동로 13 남문리젠시빌란트더웰 관리동,경상남도 창원시 진해구 웅천동로 13,True,35.106639794589,128.757502990196,경상남도 창원시 진해구 남문동 웅천동로 13,100.0
무지개어린이집,경상남도 창원시 진해구 웅천중로51번길 24 (서중동),경상남도 창원시 진해구 웅천중로51번길 24,True,35.11025398742,128.747431211522,경상남도 창원시 진해구 서중동 웅천중로51번길 24,100.0
꽃길어린이집,"경상남도 창원시 진해구 웅천동로 100 206동 101호(남문동, 남문시티프라디움2차)",경상남도 창원시 진해구 웅천동로 100,True,35.103280537344,128.751739090659,경상남도 창원시 진해구 남문동 웅천동로 100,100.0
남문시티어린이집,경상남도 창원시 진해구 웅천동로 16 112동103호(남문동.시티프라디움1차아파트),경상남도 창원시 진해구 웅천동로 16,True,35.105561714203,128.755669365058,경상남도 창원시 진해구 남문동 웅천동로 16,100.0
남문햇살어린이집,경상남도 창원시 진해구 웅천동로 16 105동103호(남문동.시티프라디움1차아파트),경상남도 창원시 진해구 웅천동로 16,True,35.105561714203,128.755669365058,경상남도 창원시 진해구 남문동 웅천동로 16,100.0
시티행복어린이집,"경상남도 창원시 진해구 웅천동로 100 208동 102호(남문동, 시티프라디움2차)",경상남도 창원시 진해구 웅천동로 100,True,35.103280537344,128.751739090659,경상남도 창원시 진해구 남문동 웅천동로 100,100.0
아이사랑어린이집,경상남도 창원시 진해구 이동로13번길 8 (이동),경상남도 창원시 진해구 이동로13번길 8,True,35.151575554699,128.693526018734,경상남도 창원시 진해구 이동 이동로13번길 8,100.0
창원시립 자은센트럴어린이집,"경상남도 창원시 진해구 냉천로 189 (자은동, 센트럴빌리지)",경상남도 창원시 진해구 냉천로 189,True,35.156476327757,128.717171870506,경상남도 창원시 진해구 자은동 냉천로 189,100.0
창원시립 자은하늘닮어린이집,경상남도 창원시 진해구 냉천로 192 천년나무아파트 관리동,경상남도 창원시 진해구 냉천로 192,True,35.15591679381,128.717373036182,경상남도 창원시 진해구 자은동 냉천로 192,100.0
은혜영아전담어린이집,경상남도 창원시 진해구 자은로78번길 41 (자은동),경상남도 창원시 진해구 자은로78번길 41,True,35.149035796127,128.710078936401,경상남도 창원시 진해구 자은동 자은로78번길 41,100.0
발도르프예쁜어린이집,경상남도 창원시 진해구 냉천로129번길 30-1 (자은동),경상남도 창원시 진해구 냉천로129번길 30-1,True,35.156451140138,128.709856396872,경상남도 창원시 진해구 자은동 냉천로129번길 30-1,100.0
에일린의뜰어린이집,경상남도 창원시 진해구 냉천로 235 에일린의뜰,경상남도 창원시 진해구 냉천로 235,True,35.154925885217,128.721444042735,경상남도 창원시 진해구 자은동 냉천로 235,100.0
예그리나어린이집,"경상남도 창원시 진해구 진해대로921번길 10 벚꽃마을아파트 내 복리동(자은동,벚꽃마을아파트)",경상남도 창원시 진해구 진해대로921번길 10,True,35.146809059729,128.709527323353,경상남도 창원시 진해구 자은동 진해대로921번길 10,100.0
중흥솔가람어린이집,경상남도 창원시 진해구 냉천로 262 110동(관리동),경상남도 창원시 진해구 냉천로 262,True,35.152749440238,128.718318598679,경상남도 창원시 진해구 자은동 냉천로 262,100.0
프라임크로바어린이집,경상남도 창원시 진해구 냉천로 257 LH자은프라임 복리동,경상남도 창원시 진해구 냉천로 257,True,35.153069964216,128.720165970139,경상남도 창원시 진해구 자은동 냉천로 257,100.0
하늘소어린이집,경상남도 창원시 진해구  자은로64번길 13 (자은동),경상남도 창원시 진해구 자은로64번길 13,True,35.150114756613,128.709004376414,경상남도 창원시 진해구 자은동 자은로64번길 13,100.0
사랑별어린이집,"경상남도 창원시 진해구 냉천로 257 116동 102호(자은동,자은프라임)",경상남도 창원시 진해구 냉천로 257,True,35.153069964216,128.720165970139,경상남도 창원시 진해구 자은동 냉천로 257,100.0
생태친화어린이집,경상남도 창원시 진해구 냉천로 310-31,경상남도 창원시 진해구 냉천로 310-31,False,35.153326366634,128.715164320876,경상남도 창원시 진해구 자은동 냉천로 310-31,100.0
아이스토리어린이집,"경상남도 창원시 진해구 냉천로 84 112동 101호(자은동, 대동빌라트)",경상남도 창원시 진해구 냉천로 84,True,35.152690515459,128.706372626455,경상남도 창원시 진해구 자은동 냉천로 84,100.0
창원시립 신흥어린이집,경상남도 창원시 진해구 충무로 23 (신흥동),경상남도 창원시 진해구 충무로 23,True,35.145985286285,128.656045584314,경상남도 창원시 진해구 신흥동 충무로 23,100.0
글로리아어린이집,경상남도 창원시 진해구 태평로 80 글로리아어린이집,경상남도 창원시 진해구 태평로 80,True,35.144843335797,128.668388858749,경상남도 창원시 진해구 대죽동 태평로 80,100.0
홍익어린이집,경상남도 창원시 진해구 편백로7번길 20 (회현동),경상남도 창원시 진해구 편백로7번길 20,True,35.151268567495,128.657330613889,경상남도 창원시 진해구 회현동 편백로7번길 20,100.0
궁전어린이집,경상남도 창원시 진해구 태평로48번길 9 (충의동),경상남도 창원시 진해구 태평로48번길 9,True,35.144790865083,128.664532764193,경상남도 창원시 진해구 충의동 태평로48번길 9,100.0
오션빌해군어린이집,경상남도 창원시 진해구 여명로 19 오션빌아파트내,경상남도 창원시 진해구 여명로 19,True,35.154714158343,128.653635535694,경상남도 창원시 진해구 동상동 여명로 19,100.0
숙명어린이집,경상남도 창원시 진해구 태백서로 75 (태백동),경상남도 창원시 진해구 태백서로 75,True,35.157658804747,128.674444867612,경상남도 창원시 진해구 태백동 태백서로 75,100.0
창원시립 보배하나어린이집,경상남도 창원시 진해구 진해대로 1101 진해종합사회복지관 부설 장애전담보배하나어린이집,경상남도 창원시 진해구 진해대로 1101,True,35.131430823883,128.709772661659,경상남도 창원시 진해구 풍호동 진해대로 1101,100.0
풍호은성영아전담어린이집,경상남도 창원시 진해구 천자로385번길 9-12,경상남도 창원시 진해구 천자로385번길 9-12,False,35.13578459394,128.706049923182,경상남도 창원시 진해구 풍호동 천자로385번길 9-12,100.0
늘푸른어린이집,경상남도 창원시 진해구 천자로 386 마린푸르지오아파트 복리동,경상남도 창원시 진해구 천자로 386,True,35.133650770939,128.706089569584,경상남도 창원시 진해구 풍호동 천자로 386,100.0
마린빅스맘어린이집,"경상남도 창원시 진해구 충장로657번길 35 관리동(풍호동, 창원마린푸르지오 2단지아파트)",경상남도 창원시 진해구 충장로657번길 35,True,35.13108653721,128.706539342509,경상남도 창원시 진해구 풍호동 충장로657번길 35,100.0
조이어린이집,경상남도 창원시 진해구 천자로413번길 5 (풍호동),경상남도 창원시 진해구 천자로413번길 5,True,35.135565910086,128.709706193167,경상남도 창원시 진해구 풍호동 천자로413번길 5,100.0
파랑새어린이집,"경상남도 창원시 진해구 진해대로1026번길 15 부길하이츠빌라 101,102 (풍호동)",경상남도 창원시 진해구 진해대로1026번길 15,True,35.137471326225,128.706113541828,경상남도 창원시 진해구 풍호동 진해대로1026번길 15,100.0
한신에코어린이집,경상남도 창원시 진해구 행암로 5 213동(복리동),경상남도 창원시 진해구 행암로 5,True,35.128661987897,128.708950732233,경상남도 창원시 진해구 장천동 행암로 5,100.0
해누리어린이집,경상남도 창원시 진해구 행암로 25 대동다숲아파트내 복리동 해누리어린이집,경상남도 창원시 진해구 행암로 25,True,35.129639611174,128.70606048438,경상남도 창원시 진해구 장천동 행암로 25,100.0
산새소리어린이집,"경상남도 창원시 진해구 풍호로42번길 13 112동 102호(풍호동, 동부산아이존빌)",경상남도 창원시 진해구 풍호로42번길 13,True,35.138625095197,128.706117984236,경상남도 창원시 진해구 풍호동 풍호로42번길 13,100.0
에코베베어린이집,"경상남도 창원시 진해구 충장로 575 110동 103호(풍호동, 우성아파트)",경상남도 창원시 진해구 충장로 575,True,35.139354111226,128.705602832467,경상남도 창원시 진해구 풍호동 충장로 575,100.0
우성루키어린이집,"경상남도 창원시 진해구 충장로 575 118동 107호(풍호동, 우성아파트)",경상남도 창원시 진해구 충장로 575,True,35.139354111226,128.705602832467,경상남도 창원시 진해구 풍호동 충장로 575,100.0
바다마을해군어린이집,경상남도 창원시 진해구 충장로 645,경상남도 창원시 진해구 충장로 645,False,35.132062232649,128.704349737942,경상남도 창원시 진해구 풍호동 충장로 645,100.0
